location,wind_avg,precip,temp_avg,temp_max,temp_min,time
Hayward,5.14,0,58,67,52,2023-11-05T11:04:00Z
Hayward,4.25,0,61,74,54,2023-11-05T11:05:00Z
Hayward,3.8,0,64,77,56,2023-11-05T11:06:00Z
Hayward,4.03,0,64,77,54,2023-11-05T11:07:00Z
Hayward,5.59,0,61,65,57,2023-11-05T11:08:00Z
Hayward,5.37,0,59,66,55,2023-11-05T11:09:00Z
Hayward,7.16,0.18,61,66,60,2023-11-05T11:10:00Z
Hayward,4.47,0.02,62,71,58,2023-11-05T11:11:00Z
Hayward,3.36,0,62,72,53,2023-11-05T11:12:00Z
Hayward,6.04,0.06,62,67,53,2023-11-05T11:13:00Z
Hayward,4.7,0,57,65,49,2023-11-05T11:14:00Z
Hayward,4.92,0,57,65,52,2023-11-05T11:15:00Z
Hayward,5.82,0,55,63,44,2023-11-05T11:16:00Z
Hayward,5.14,0.26,53,64,45,2023-11-05T11:17:00Z
Hayward,9.17,0.15,58,67,53,2023-11-05T11:18:00Z
Hayward,4.47,0,60,66,55,2023-11-05T11:19:00Z
Hayward,4.7,0,60,71,52,2023-11-05T11:20:00Z
Hayward,4.03,0,61,73,51,2023-11-05T11:21:00Z
Hayward,3.36,0,60,72,51,2023-11-05T11:22:00Z
Hayward,5.37,0,60,69,52,2023-11-05T11:23:00Z
Hayward,4.03,0,57,62,52,2023-11-05T11:24:00Z
Hayward,3.13,0,58,65,52,2023-11-05T11:25:00Z
Hayward,4.47,0,56,67,47,2023-11-05T11:26:00Z
Hayward,3.36,0,55,62,48,2023-11-05T11:27:00Z
Hayward,4.7,0.03,57,64,53,2023-11-05T11:28:00Z
Hayward,4.92,0,59,69,50,2023-11-05T11:29:00Z
Hayward,5.37,0,56,70,45,2023-11-05T11:30:00Z
Hayward,3.36,0,56,68,43,2023-11-05T11:31:00Z
Hayward,3.58,0,55,65,46,2023-11-05T11:32:00Z
Hayward,3.58,0,53,70,41,2023-11-05T11:33:00Z
Hayward,3.36,0,53,63,42,2023-11-05T11:34:00Z
Hayward,4.25,0,56,65,46,2023-11-05T11:35:00Z
Hayward,4.03,0,55,69,46,2023-11-05T11:36:00Z
Hayward,3.36,0,58,67,49,2023-11-05T11:37:00Z
Hayward,2.91,0,58,67,48,2023-11-05T11:38:00Z
Hayward,3.13,0,56,68,48,2023-11-05T11:39:00Z
Hayward,3.8,0,58,69,49,2023-11-05T11:40:00Z
Hayward,3.13,0,57,67,47,2023-11-05T11:41:00Z
Hayward,2.01,0,55,56,53,2023-11-05T11:42:00Z
Hayward,3.8,0,55,58,53,2023-11-05T11:43:00Z
Hayward,3.8,0,53,59,48,2023-11-05T11:44:00Z
Hayward,2.01,0.01,50,54,45,2023-11-05T11:45:00Z
Hayward,4.7,0.02,54,61,49,2023-11-05T11:46:00Z
Hayward,5.59,0,53,56,49,2023-11-05T11:47:00Z
Hayward,8.28,0.03,54,58,43,2023-11-05T11:48:00Z
Hayward,3.58,0,48,55,40,2023-11-05T11:49:00Z
Hayward,4.03,0,46,57,36,2023-11-05T11:50:00Z
Hayward,14.32,0.26,50,57,47,2023-11-05T11:51:00Z
Hayward,11.41,1.82,54,57,45,2023-11-05T11:52:00Z
Hayward,6.71,0.15,49,53,41,2023-11-05T11:53:00Z
Hayward,14.54,0.05,47,54,43,2023-11-05T11:54:00Z
Hayward,5.82,0.64,52,57,45,2023-11-05T11:55:00Z
Hayward,5.37,0,48,57,40,2023-11-05T11:56:00Z
Hayward,9.17,0,46,53,39,2023-11-05T11:57:00Z
Hayward,6.93,0,44,55,38,2023-11-05T11:58:00Z
Hayward,10.96,0,47,56,44,2023-11-05T11:59:00Z
Hayward,7.61,0.17,47,56,41,2023-11-05T12:00:00Z
Hayward,4.7,0.25,49,58,46,2023-11-05T12:01:00Z
Hayward,4.7,0.75,56,60,52,2023-11-05T12:02:00Z
Hayward,9.17,0.25,53,55,50,2023-11-05T12:03:00Z
Hayward,10.51,0.61,51,54,44,2023-11-05T12:04:00Z
Hayward,7.16,0.11,46,51,40,2023-11-05T12:05:00Z
Hayward,10.29,0.62,48,51,43,2023-11-05T12:06:00Z
Hayward,5.14,0.01,45,49,41,2023-11-05T12:07:00Z
Hayward,9.84,0.41,49,53,45,2023-11-05T12:08:00Z
Hayward,6.26,0,47,54,42,2023-11-05T12:09:00Z
Hayward,5.59,0,45,55,37,2023-11-05T12:10:00Z
Hayward,3.8,0,44,54,33,2023-11-05T12:11:00Z
Hayward,3.8,0,43,56,33,2023-11-05T12:12:00Z
Hayward,9.4,0.01,49,56,44,2023-11-05T12:13:00Z
Hayward,4.25,0.27,54,60,52,2023-11-05T12:14:00Z
Hayward,4.25,0,54,59,50,2023-11-05T12:15:00Z
Hayward,3.8,0,55,56,52,2023-11-05T12:16:00Z
Hayward,5.59,0.02,53,57,47,2023-11-05T12:17:00Z
Hayward,4.92,0,50,57,44,2023-11-05T12:18:00Z
Hayward,6.49,0,49,59,40,2023-11-05T12:19:00Z
Hayward,3.13,0,51,62,44,2023-11-05T12:20:00Z
Hayward,2.91,0,52,63,43,2023-11-05T12:21:00Z
Hayward,4.25,0,53,62,44,2023-11-05T12:22:00Z
Hayward,2.91,0,53,60,46,2023-11-05T12:23:00Z
Hayward,3.13,0,51,63,41,2023-11-05T12:24:00Z
Hayward,4.25,0,54,68,43,2023-11-05T12:25:00Z
Hayward,3.58,0,56,60,51,2023-11-05T12:26:00Z
Hayward,2.91,0,54,63,47,2023-11-05T12:27:00Z
Hayward,3.13,0,52,57,43,2023-11-05T12:28:00Z
Hayward,2.91,0,50,58,47,2023-11-05T12:29:00Z
Hayward,2.24,0,50,62,42,2023-11-05T12:30:00Z
Hayward,5.59,0,54,70,41,2023-11-05T12:31:00Z
Hayward,10.07,0,63,70,47,2023-11-05T12:32:00Z
Hayward,4.03,0,52,62,40,2023-11-05T12:33:00Z
Hayward,3.8,0,51,62,41,2023-11-05T12:34:00Z
Hayward,3.8,0,49,59,42,2023-11-05T12:35:00Z
Hayward,4.03,0,48,59,41,2023-11-05T12:36:00Z
Hayward,4.03,0,52,63,40,2023-11-05T12:37:00Z
Hayward,4.25,0,53,69,41,2023-11-05T12:38:00Z
Hayward,2.46,0,52,63,44,2023-11-05T12:39:00Z
Hayward,4.7,0,50,60,41,2023-11-05T12:40:00Z
Hayward,2.01,0,50,57,43,2023-11-05T12:41:00Z
Hayward,7.16,0,50,63,38,2023-11-05T12:42:00Z
Hayward,8.72,0,56,64,44,2023-11-05T12:43:00Z
Hayward,3.58,0,51,64,40,2023-11-05T12:44:00Z
Hayward,4.47,0,51,63,41,2023-11-05T12:45:00Z
Hayward,3.36,0,51,64,42,2023-11-05T12:46:00Z
Hayward,3.13,0,51,64,39,2023-11-05T12:47:00Z
Hayward,3.36,0,52,65,40,2023-11-05T12:48:00Z
Hayward,2.91,0,54,70,42,2023-11-05T12:49:00Z
Hayward,4.25,0,58,76,44,2023-11-05T12:50:00Z
Hayward,3.13,0,61,80,46,2023-11-05T12:51:00Z
Hayward,3.36,0,61,76,49,2023-11-05T12:52:00Z
Hayward,4.25,0,61,73,48,2023-11-05T12:53:00Z
Hayward,3.8,0,61,74,49,2023-11-05T12:54:00Z
Hayward,9.4,0,55,57,50,2023-11-05T12:55:00Z
Hayward,7.61,0,53,63,43,2023-11-05T12:56:00Z
Hayward,6.71,0,54,68,43,2023-11-05T12:57:00Z
Hayward,6.26,0,61,69,47,2023-11-05T12:58:00Z
Hayward,4.92,0,54,67,44,2023-11-05T12:59:00Z
Hayward,3.36,0,55,70,43,2023-11-05T13:00:00Z
Hayward,9.17,0,54,57,45,2023-11-05T13:01:00Z
Hayward,9.84,0,49,58,38,2023-11-05T13:02:00Z
Hayward,12.75,0,49,54,39,2023-11-05T13:03:00Z
Hayward,6.04,0,44,57,33,2023-11-05T13:04:00Z
Hayward,5.82,0,45,58,34,2023-11-05T13:05:00Z
Hayward,5.59,0,47,61,37,2023-11-05T13:06:00Z
Hayward,3.8,0,48,60,37,2023-11-05T13:07:00Z
Hayward,5.82,0,55,69,41,2023-11-05T13:08:00Z
Hayward,4.47,0,57,74,44,2023-11-05T13:09:00Z
Hayward,4.25,0,57,69,44,2023-11-05T13:10:00Z
Hayward,3.8,0,56,70,47,2023-11-05T13:11:00Z
Hayward,2.91,0.05,54,57,49,2023-11-05T13:12:00Z
Hayward,12.53,0.04,54,58,47,2023-11-05T13:13:00Z
Hayward,7.83,0,49,60,41,2023-11-05T13:14:00Z
Hayward,5.82,0,49,61,39,2023-11-05T13:15:00Z
Hayward,6.04,0,51,69,40,2023-11-05T13:16:00Z
Hayward,4.03,0,56,72,41,2023-11-05T13:17:00Z
Hayward,8.28,0,54,63,44,2023-11-05T13:18:00Z
Hayward,7.38,0,54,70,43,2023-11-05T13:19:00Z
Hayward,5.14,0,54,71,40,2023-11-05T13:20:00Z
Hayward,6.71,0,54,65,42,2023-11-05T13:21:00Z
Hayward,7.38,0,56,64,47,2023-11-05T13:22:00Z
Hayward,4.92,0,54,70,43,2023-11-05T13:23:00Z
Hayward,7.38,0.08,59,66,51,2023-11-05T13:24:00Z
Hayward,5.14,0,55,65,49,2023-11-05T13:25:00Z
Hayward,5.82,0,54,60,48,2023-11-05T13:26:00Z
Hayward,5.82,0,53,68,44,2023-11-05T13:27:00Z
Hayward,6.49,0.05,53,56,47,2023-11-05T13:28:00Z
Hayward,7.61,0,53,63,42,2023-11-05T13:29:00Z
Hayward,5.37,0,54,67,45,2023-11-05T13:30:00Z
Hayward,5.37,0,62,82,51,2023-11-05T13:31:00Z
Hayward,5.37,0,58,64,49,2023-11-05T13:32:00Z
Hayward,6.04,0,55,65,46,2023-11-05T13:33:00Z
Hayward,5.37,0,53,64,48,2023-11-05T13:34:00Z
Hayward,5.82,0,54,66,44,2023-11-05T13:35:00Z
Hayward,8.05,0.08,56,66,50,2023-11-05T13:36:00Z
Hayward,8.5,0.43,57,63,49,2023-11-05T13:37:00Z
Hayward,9.17,0,54,57,51,2023-11-05T13:38:00Z
Hayward,10.29,0,52,58,50,2023-11-05T13:39:00Z
Hayward,5.82,0,53,64,47,2023-11-05T13:40:00Z
Hayward,6.71,0,55,71,45,2023-11-05T13:41:00Z
Hayward,5.37,0,56,72,46,2023-11-05T13:42:00Z
Hayward,8.5,0,58,65,47,2023-11-05T13:43:00Z
Hayward,9.62,0,56,65,50,2023-11-05T13:44:00Z
Hayward,7.38,0,57,68,48,2023-11-05T13:45:00Z
Hayward,5.59,0,60,81,47,2023-11-05T13:46:00Z
Hayward,4.92,0,69,89,53,2023-11-05T13:47:00Z
Hayward,6.71,0,68,74,53,2023-11-05T13:48:00Z
Hayward,7.16,0,57,67,47,2023-11-05T13:49:00Z
Hayward,10.07,0,57,67,45,2023-11-05T13:50:00Z
Hayward,18.34,0.13,53,57,46,2023-11-05T13:51:00Z
Hayward,12.97,0,50,58,41,2023-11-05T13:52:00Z
Hayward,7.83,0,50,59,42,2023-11-05T13:53:00Z
Hayward,8.28,0.11,54,59,51,2023-11-05T13:54:00Z
Hayward,6.93,0.02,54,63,47,2023-11-05T13:55:00Z
Hayward,9.84,0.39,56,61,46,2023-11-05T13:56:00Z
Hayward,7.83,0,50,59,43,2023-11-05T13:57:00Z
Hayward,6.71,0,53,69,41,2023-11-05T13:58:00Z
Hayward,8.5,0.08,59,64,52,2023-11-05T13:59:00Z
Hayward,9.84,0.27,57,68,48,2023-11-05T14:00:00Z
Hayward,9.62,0.19,58,64,52,2023-11-05T14:01:00Z
Hayward,8.72,0,56,62,50,2023-11-05T14:02:00Z
Hayward,6.26,0,56,68,49,2023-11-05T14:03:00Z
Hayward,7.16,0,58,71,51,2023-11-05T14:04:00Z
Hayward,8.5,0,57,69,48,2023-11-05T14:05:00Z
Hayward,10.74,0,56,61,50,2023-11-05T14:06:00Z
Hayward,12.75,0,54,60,49,2023-11-05T14:07:00Z
Hayward,15.21,0,54,60,48,2023-11-05T14:08:00Z
Hayward,6.93,0,54,68,45,2023-11-05T14:09:00Z
Hayward,10.51,0,56,65,49,2023-11-05T14:10:00Z
Hayward,8.5,0,56,67,51,2023-11-05T14:11:00Z
Hayward,10.07,0,55,62,50,2023-11-05T14:12:00Z
Hayward,7.16,0,58,74,45,2023-11-05T14:13:00Z
Hayward,6.26,0,61,79,50,2023-11-05T14:14:00Z
Hayward,7.61,0,56,65,51,2023-11-05T14:15:00Z
Hayward,8.72,0,61,72,56,2023-11-05T14:16:00Z
Hayward,12.53,0,59,64,52,2023-11-05T14:17:00Z
Hayward,15.88,0,55,61,49,2023-11-05T14:18:00Z
Hayward,11.41,0,53,60,47,2023-11-05T14:19:00Z
Hayward,10.74,0,53,60,45,2023-11-05T14:20:00Z
Hayward,9.4,0,52,63,41,2023-11-05T14:21:00Z
Hayward,9.4,0,54,62,47,2023-11-05T14:22:00Z
Hayward,8.05,0,58,70,49,2023-11-05T14:23:00Z
Hayward,6.04,0,61,74,53,2023-11-05T14:24:00Z
Hayward,8.5,0,59,64,53,2023-11-05T14:25:00Z
Hayward,12.08,0,57,62,53,2023-11-05T14:26:00Z
Hayward,8.72,0,57,68,51,2023-11-05T14:27:00Z
Hayward,5.59,0,60,79,50,2023-11-05T14:28:00Z
Hayward,6.71,0,63,69,54,2023-11-05T14:29:00Z
Hayward,8.5,0,61,73,50,2023-11-05T14:30:00Z
Hayward,6.71,0,61,77,49,2023-11-05T14:31:00Z
Hayward,6.49,0,60,71,51,2023-11-05T14:32:00Z
Hayward,6.04,0,61,73,52,2023-11-05T14:33:00Z
Hayward,5.37,0,66,89,53,2023-11-05T14:34:00Z
Hayward,6.93,0,74,86,54,2023-11-05T14:35:00Z
Hayward,9.62,0,61,70,52,2023-11-05T14:36:00Z
Hayward,10.29,0,61,67,54,2023-11-05T14:37:00Z
Hayward,10.74,0,60,71,55,2023-11-05T14:38:00Z
Hayward,9.62,0,61,68,53,2023-11-05T14:39:00Z
Hayward,9.4,0,60,68,51,2023-11-05T14:40:00Z
Hayward 0,60,76,50,1.65396E+18,,2023-11-05T14:41:00Z
Hayward,5.82,0,63,77,51,2023-11-05T14:42:00Z
Hayward,6.71,0,60,68,54,2023-11-05T14:43:00Z
Hayward,8.05,0,61,69,56,2023-11-05T14:44:00Z
Hayward,3.8,0.02,62,71,57,2023-11-05T14:45:00Z
Hayward,7.61,0.07,67,77,61,2023-11-05T14:46:00Z
Hayward,7.16,0,63,69,56,2023-11-05T14:47:00Z
Hayward,7.83,0,60,68,53,2023-11-05T14:48:00Z
Hayward,7.61,0,62,69,56,2023-11-05T14:49:00Z
Hayward,6.04,0,63,79,55,2023-11-05T14:50:00Z
Hayward,6.49,0,71,91,62,2023-11-05T14:51:00Z
Hayward,8.28,0,71,79,61,2023-11-05T14:52:00Z
Hayward,8.5,0,66,75,57,2023-11-05T14:53:00Z
Hayward,8.28,0,61,71,53,2023-11-05T14:54:00Z
Hayward,6.71,0,65,79,54,2023-11-05T14:55:00Z
Hayward,6.04,0,64,74,55,2023-11-05T14:56:00Z
Hayward,13.42,0,60,67,55,2023-11-05T14:57:00Z
Hayward,12.75,0,60,67,55,2023-11-05T14:58:00Z
Hayward,9.4,0,60,67,55,2023-11-05T14:59:00Z
Hayward,6.49,0,62,77,52,2023-11-05T15:00:00Z
Hayward,5.82,0,66,83,54,2023-11-05T15:01:00Z
Hayward,5.82,0,75,98,61,2023-11-05T15:02:00Z
Hayward,6.26,0,77,90,61,2023-11-05T15:03:00Z
Hayward,7.38,0,70,86,59,2023-11-05T15:04:00Z
Hayward,6.93,0,69,84,57,2023-11-05T15:05:00Z
Hayward,8.5,0,65,75,55,2023-11-05T15:06:00Z
Hayward,8.5,0,63,75,54,2023-11-05T15:07:00Z
Hayward,7.61,0,62,74,56,2023-11-05T15:08:00Z
Hayward,7.16,0,62,71,55,2023-11-05T15:09:00Z
Hayward,11.63,0,61,67,56,2023-11-05T15:10:00Z
Hayward,11.63,0,59,64,56,2023-11-05T15:11:00Z
Hayward,10.74,0,59,67,56,2023-11-05T15:12:00Z
Hayward,12.3,0,58,61,56,2023-11-05T15:13:00Z
Hayward,10.51,0,59,64,56,2023-11-05T15:14:00Z
Hayward,7.61,0,63,77,58,2023-11-05T15:15:00Z
Hayward,9.4,0,69,76,64,2023-11-05T15:16:00Z
Hayward,11.41,0,67,73,61,2023-11-05T15:17:00Z
Hayward,9.17,0,63,72,58,2023-11-05T15:18:00Z
Hayward,8.05,0,64,72,57,2023-11-05T15:19:00Z
Hayward,8.05,0,62,69,58,2023-11-05T15:20:00Z
Hayward,5.82,0,66,86,58,2023-11-05T15:21:00Z
Hayward,8.72,0,70,79,59,2023-11-05T15:22:00Z
Hayward,8.95,0,65,76,58,2023-11-05T15:23:00Z
Hayward,10.51,0,66,74,59,2023-11-05T15:24:00Z
Hayward,8.5,0,63,71,57,2023-11-05T15:25:00Z
Hayward,7.61,0,62,69,56,2023-11-05T15:26:00Z
Hayward,6.26,0,64,80,57,2023-11-05T15:27:00Z
Hayward,7.38,0,65,74,57,2023-11-05T15:28:00Z
Hayward,7.83,0,66,80,58,2023-11-05T15:29:00Z
Hayward,9.4,0,63,72,55,2023-11-05T15:30:00Z
Hayward,7.61,0,61,72,56,2023-11-05T15:31:00Z
Hayward,6.93,0,61,71,55,2023-11-05T15:32:00Z
Hayward,7.38,0,62,73,56,2023-11-05T15:33:00Z
Hayward,9.4,0,61,72,55,2023-11-05T15:34:00Z
Hayward,8.05,0,62,76,55,2023-11-05T15:35:00Z
Hayward,9.17,0,61,73,56,2023-11-05T15:36:00Z
Hayward,9.62,0,64,75,58,2023-11-05T15:37:00Z
Hayward,9.62,0,63,72,57,2023-11-05T15:38:00Z
Hayward,8.72,0,61,68,57,2023-11-05T15:39:00Z
Hayward,10.96,0,63,70,59,2023-11-05T15:40:00Z
Hayward,10.51,0,63,70,61,2023-11-05T15:41:00Z
Hayward,8.28,0,64,70,61,2023-11-05T15:42:00Z
Hayward,5.59,0,65,82,60,2023-11-05T15:43:00Z
Hayward,7.16,0,70,81,60,2023-11-05T15:44:00Z
Hayward,6.71,0,66,77,60,2023-11-05T15:45:00Z
Hayward,9.4,0,68,81,61,2023-11-05T15:46:00Z
Hayward,9.17,0,67,77,62,2023-11-05T15:47:00Z
Hayward,8.95,0,67,73,62,2023-11-05T15:48:00Z
Hayward,10.29,0,66,73,62,2023-11-05T15:49:00Z
Hayward,10.51,0,66,74,61,2023-11-05T15:50:00Z
Hayward,10.51,0,67,75,62,2023-11-05T15:51:00Z
Hayward,8.95,0,68,78,64,2023-11-05T15:52:00Z
Hayward,10.07,0,67,74,63,2023-11-05T15:53:00Z
Hayward,8.72,0,66,72,61,2023-11-05T15:54:00Z
Hayward,5.82,0,65,75,57,2023-11-05T15:55:00Z
Hayward,6.71,0,66,82,57,2023-11-05T15:56:00Z
Hayward,5.14,0,67,85,58,2023-11-05T15:57:00Z
Hayward,4.92,0,71,90,58,2023-11-05T15:58:00Z
Hayward,6.71,0,71,83,60,2023-11-05T15:59:00Z
Hayward,7.61,0,66,77,56,2023-11-05T16:00:00Z
Hayward,6.71,0,64,73,59,2023-11-05T16:01:00Z
Hayward,6.93,0,67,83,58,2023-11-05T16:02:00Z
Hayward,8.05,0,66,77,56,2023-11-05T16:03:00Z
Hayward,7.61,0,65,78,58,2023-11-05T16:04:00Z
Hayward,6.71,0,67,82,61,2023-11-05T16:05:00Z
Hayward,6.71,0,65,79,60,2023-11-05T16:06:00Z
Hayward,8.28,0,65,79,60,2023-11-05T16:07:00Z
Hayward,7.83,0,66,78,59,2023-11-05T16:08:00Z
Hayward,7.38,0,65,78,59,2023-11-05T16:09:00Z
Hayward,8.05,0,65,75,60,2023-11-05T16:10:00Z
Hayward,7.83,0,65,75,60,2023-11-05T16:11:00Z
Hayward,7.38,0,65,75,58,2023-11-05T16:12:00Z
Hayward,6.26,0,65,75,59,2023-11-05T16:13:00Z
Hayward,5.82,0,67,81,56,2023-11-05T16:14:00Z
Hayward,6.26,0,64,74,56,2023-11-05T16:15:00Z
Hayward,5.59,0,68,81,59,2023-11-05T16:16:00Z
Hayward,3.58,0,71,94,60,2023-11-05T16:17:00Z
Hayward,2.68,0,80,102,64,2023-11-05T16:18:00Z
Hayward,4.92,0,85,107,70,2023-11-05T16:19:00Z
Hayward,5.37,0,79,98,65,2023-11-05T16:20:00Z
Hayward,4.25,0,80,100,66,2023-11-05T16:21:00Z
Hayward,6.71,0,72,83,61,2023-11-05T16:22:00Z
Hayward,6.49,0,68,79,62,2023-11-05T16:23:00Z
Hayward,5.82,0,72,82,65,2023-11-05T16:24:00Z
Hayward,7.83,0,67,72,61,2023-11-05T16:25:00Z
Hayward,11.41,0,64,70,61,2023-11-05T16:26:00Z
Hayward,8.72,0,65,73,62,2023-11-05T16:27:00Z
Hayward,9.17,0,65,70,61,2023-11-05T16:28:00Z
Hayward,8.5,0,65,74,60,2023-11-05T16:29:00Z
Hayward,9.17,0,62,69,58,2023-11-05T16:30:00Z
Hayward,13.87,0.21,65,71,62,2023-11-05T16:31:00Z
Hayward,6.71,0,65,77,57,2023-11-05T16:32:00Z
Hayward,6.26,0,65,76,56,2023-11-05T16:33:00Z
Hayward,5.14,0.02,66,73,59,2023-11-05T16:34:00Z
Hayward,6.49,0,65,79,57,2023-11-05T16:35:00Z
Hayward,6.04,0,68,86,57,2023-11-05T16:36:00Z
